airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price,date
Air India,3322,Mumbai,Evening,0,Night,Pune,Economy,3.13,22,11858,1/26/2023
Air India,5090,Delhi,Morning,2,Afternoon,Pune,Economy,4.44,15,13258,1/27/2023
Vistara,7960,Mumbai,Evening,0,Night,Pune,Business,3.78,13,10101,1/28/2023
SpiceJet,4004,Chennai,Night,1,Evening,Pune,Economy,1.04,28,9379,1/29/2023
SpiceJet,6136,Mumbai,Morning,2,Evening,Goa,Business,2.58,33,11633,1/30/2023
Air India,1329,Mumbai,Evening,2,Night,Pune,Economy,4.4,43,9280,1/1/2023
SpiceJet,4640,Delhi,Afternoon,1,Morning,Kolkata,Business,2.38,23,3067,1/2/2023
IndiGo,8982,Chennai,Evening,0,Afternoon,Pune,Business,1.14,33,6223,1/3/2023
Air India,5107,Bangalore,Morning,2,Afternoon,Pune,Business,3.98,43,13115,1/4/2023
SpiceJet,2341,Bangalore,Afternoon,2,Afternoon,Goa,Economy,4.21,18,14445,1/5/2023
Air India,9407,Delhi,Evening,1,Night,Goa,Economy,1.64,50,14048,1/6/2023
IndiGo,1338,Mumbai,Evening,1,Evening,Pune,Economy,3.15,53,11018,1/7/2023
Air India,6895,Delhi,Evening,0,Afternoon,Goa,Economy,1.77,30,6607,1/8/2023
Air India,3708,Delhi,Evening,2,Evening,Hyderabad,Business,3.88,26,5985,1/9/2023
Air India,2750,Delhi,Evening,0,Afternoon,Goa,Economy,2.09,16,12284,1/10/2023
Air India,6604,Mumbai,Afternoon,0,Afternoon,Goa,Business,2.26,13,5179,1/11/2023
IndiGo,3421,Chennai,Night,1,Night,Goa,Business,4.38,39,6538,1/12/2023
Vistara,8119,Delhi,Afternoon,2,Morning,Goa,Economy,2.91,33,14093,1/13/2023
Air India,9901,Mumbai,Afternoon,2,Night,Kolkata,Economy,3.68,26,4362,1/14/2023
Air India,6319,Chennai,Afternoon,2,Afternoon,Kolkata,Economy,2.61,48,4224,1/15/2023
SpiceJet,7609,Delhi,Night,1,Afternoon,Kolkata,Business,2.19,1,8371,1/16/2023
Air India,6387,Bangalore,Morning,1,Morning,Pune,Economy,3.5,49,3726,1/17/2023
SpiceJet,4993,Chennai,Night,1,Evening,Pune,Business,1.62,38,12198,1/18/2023
Vistara,9680,Delhi,Afternoon,1,Evening,Hyderabad,Economy,2.49,2,7791,1/19/2023
IndiGo,9044,Chennai,Evening,1,Afternoon,Kolkata,Business,1.84,49,10073,1/20/2023
IndiGo,9238,Chennai,Evening,2,Evening,Pune,Economy,3.78,6,10458,1/21/2023
Vistara,5873,Chennai,Afternoon,0,Afternoon,Goa,Economy,4.78,46,9013,1/22/2023
IndiGo,5806,Chennai,Evening,2,Morning,Goa,Business,4.98,50,2837,1/23/2023
Vistara,9592,Chennai,Afternoon,0,Morning,Kolkata,Economy,2.8,38,6584,1/24/2023
Vistara,6913,Chennai,Evening,1,Afternoon,Hyderabad,Economy,2.01,42,14989,1/25/2023
Vistara,8124,Delhi,Night,0,Morning,Hyderabad,Economy,2.77,24,2686,1/26/2023
IndiGo,4157,Bangalore,Morning,2,Night,Goa,Economy,4.39,18,13553,1/27/2023
SpiceJet,1390,Mumbai,Morning,2,Night,Hyderabad,Economy,1.82,27,2356,1/28/2023
Vistara,5430,Chennai,Night,0,Morning,Kolkata,Economy,4.81,41,14007,1/29/2023
Air India,9820,Mumbai,Night,1,Afternoon,Goa,Economy,2.37,8,11063,1/30/2023
IndiGo,8686,Delhi,Afternoon,1,Afternoon,Pune,Business,4.94,28,12165,1/1/2023
Vistara,5232,Chennai,Afternoon,2,Morning,Pune,Business,4.35,10,6647,1/2/2023
Vistara,9007,Bangalore,Afternoon,0,Evening,Hyderabad,Economy,4.23,17,12002,1/3/2023
Air India,2521,Mumbai,Evening,1,Night,Goa,Economy,2.27,55,6418,1/4/2023
SpiceJet,2500,Chennai,Afternoon,1,Evening,Goa,Economy,1.04,29,12833,1/5/2023
SpiceJet,7737,Delhi,Night,2,Afternoon,Pune,Business,2.53,58,12420,1/6/2023
SpiceJet,4294,Bangalore,Morning,1,Afternoon,Goa,Business,2.21,6,8642,1/7/2023
Vistara,6085,Mumbai,Evening,0,Evening,Goa,Economy,1.15,14,5391,1/8/2023
Vistara,3419,Mumbai,Afternoon,2,Morning,Goa,Business,3.02,22,14370,1/9/2023
Vistara,4042,Chennai,Evening,2,Evening,Hyderabad,Economy,2.61,54,12542,1/10/2023
IndiGo,5497,Bangalore,Evening,0,Evening,Goa,Economy,3.54,6,6357,1/11/2023
Air India,2466,Bangalore,Afternoon,2,Night,Kolkata,Economy,3.48,26,6879,1/12/2023
Vistara,4561,Bangalore,Evening,1,Night,Hyderabad,Economy,1.48,39,7319,1/13/2023
Air India,1614,Bangalore,Morning,1,Evening,Goa,Business,4.91,12,4739,1/14/2023
Air India,6392,Delhi,Night,0,Evening,Goa,Business,1.75,35,12922,1/15/2023
SpiceJet,8693,Bangalore,Night,1,Afternoon,Kolkata,Economy,2.78,14,11510,1/16/2023
IndiGo,4223,Mumbai,Morning,0,Night,Hyderabad,Business,2.95,22,11727,1/17/2023
Vistara,8138,Mumbai,Evening,0,Night,Pune,Business,4.25,51,6784,1/18/2023
SpiceJet,3667,Delhi,Afternoon,1,Afternoon,Pune,Economy,1.4,23,12635,1/19/2023
SpiceJet,8980,Mumbai,Evening,0,Morning,Hyderabad,Business,2.71,48,11964,1/20/2023
Vistara,1130,Mumbai,Morning,1,Night,Goa,Economy,3.51,7,13401,1/21/2023
Air India,3983,Bangalore,Evening,2,Night,Goa,Economy,1.86,40,2877,1/22/2023
SpiceJet,5278,Mumbai,Night,2,Morning,Pune,Economy,3.51,50,4870,1/23/2023
Air India,8126,Delhi,Evening,0,Night,Pune,Economy,4.69,25,13392,1/24/2023
IndiGo,9230,Bangalore,Morning,1,Night,Pune,Business,4.99,13,14336,1/25/2023
Air India,8694,Chennai,Night,1,Morning,Kolkata,Economy,1.13,21,13939,1/26/2023
IndiGo,7640,Bangalore,Evening,2,Morning,Pune,Business,1.94,41,13028,1/27/2023
Air India,6468,Delhi,Evening,2,Evening,Kolkata,Economy,2.24,10,2292,1/28/2023
SpiceJet,1920,Bangalore,Night,1,Afternoon,Hyderabad,Economy,2.6,53,11843,1/29/2023
SpiceJet,8564,Bangalore,Afternoon,0,Afternoon,Goa,Business,1.97,55,14823,1/30/2023
IndiGo,9684,Delhi,Night,2,Morning,Pune,Economy,1.81,59,14598,1/1/2023
Vistara,9502,Bangalore,Afternoon,0,Morning,Goa,Business,4.82,9,10728,1/2/2023
IndiGo,9930,Delhi,Morning,0,Night,Goa,Business,4.67,15,4686,1/3/2023
IndiGo,4241,Delhi,Morning,2,Evening,Pune,Economy,1.19,52,2233,1/4/2023
Air India,1545,Chennai,Night,0,Evening,Pune,Economy,2.36,2,12844,1/5/2023
Air India,5346,Mumbai,Night,0,Morning,Hyderabad,Economy,2.62,25,4374,1/6/2023
IndiGo,4810,Mumbai,Morning,1,Night,Kolkata,Economy,1.96,13,4272,1/7/2023
SpiceJet,8206,Bangalore,Afternoon,0,Night,Kolkata,Economy,3.52,34,2966,1/8/2023
Air India,3032,Bangalore,Morning,1,Afternoon,Goa,Economy,3.56,51,2889,1/9/2023
Vistara,9436,Chennai,Night,2,Afternoon,Pune,Business,4.4,58,5863,1/10/2023
Air India,1271,Chennai,Morning,2,Night,Hyderabad,Business,3.96,34,8154,1/11/2023
Air India,4511,Chennai,Night,1,Afternoon,Hyderabad,Economy,3.17,35,5400,1/12/2023
Vistara,2771,Delhi,Night,2,Morning,Hyderabad,Business,3.61,38,10226,1/13/2023
IndiGo,5361,Chennai,Morning,0,Night,Hyderabad,Business,2.1,3,6542,1/14/2023
Vistara,8069,Chennai,Afternoon,0,Afternoon,Hyderabad,Economy,3.37,42,5523,1/15/2023
IndiGo,1920,Bangalore,Evening,0,Evening,Kolkata,Economy,2.96,56,3763,1/16/2023
IndiGo,9190,Chennai,Morning,2,Night,Kolkata,Business,1.53,59,5291,1/17/2023
IndiGo,4430,Delhi,Evening,0,Night,Kolkata,Economy,1.97,6,4488,1/18/2023
Vistara,5435,Delhi,Morning,2,Evening,Pune,Business,2.17,55,12892,1/19/2023
IndiGo,4760,Bangalore,Evening,0,Morning,Goa,Economy,4.7,48,3558,1/20/2023
SpiceJet,3050,Chennai,Afternoon,1,Evening,Hyderabad,Business,1.92,49,6690,1/21/2023
Vistara,2165,Chennai,Afternoon,2,Night,Pune,Business,2.16,19,8121,1/22/2023
SpiceJet,9567,Delhi,Morning,2,Morning,Hyderabad,Business,2.48,3,4276,1/23/2023
IndiGo,3033,Chennai,Night,0,Afternoon,Kolkata,Business,3.65,18,14198,1/24/2023
Air India,7467,Chennai,Evening,2,Afternoon,Pune,Economy,1.47,39,6439,1/25/2023
IndiGo,1145,Chennai,Night,2,Afternoon,Kolkata,Economy,4.82,9,3103,1/26/2023
SpiceJet,5388,Mumbai,Night,1,Night,Hyderabad,Business,4.46,52,9520,1/27/2023
SpiceJet,8832,Bangalore,Night,1,Evening,Hyderabad,Business,3.31,12,11611,1/28/2023
Vistara,9623,Mumbai,Afternoon,0,Morning,Goa,Economy,3.7,5,7409,1/29/2023
Air India,9896,Bangalore,Morning,1,Afternoon,Hyderabad,Economy,1.07,3,11670,1/30/2023
Vistara,9173,Delhi,Morning,0,Morning,Kolkata,Business,2.36,11,14106,1/1/2023
SpiceJet,3632,Chennai,Afternoon,0,Night,Hyderabad,Business,4.18,57,13934,1/2/2023
IndiGo,5494,Bangalore,Afternoon,0,Afternoon,Goa,Business,1.31,30,9869,1/3/2023
Air India,9056,Mumbai,Morning,2,Night,Goa,Business,2.13,4,4956,1/4/2023
IndiGo,8511,Chennai,Night,1,Evening,Kolkata,Business,3.34,5,9710,1/5/2023
IndiGo,2828,Delhi,Evening,0,Night,Pune,Economy,2.03,1,8017,1/6/2023
Air India,5805,Bangalore,Evening,1,Night,Hyderabad,Business,4.74,27,11574,1/7/2023
Vistara,1806,Bangalore,Evening,0,Evening,Goa,Economy,1.52,28,12766,1/8/2023
IndiGo,8486,Bangalore,Night,1,Morning,Hyderabad,Economy,4.19,29,5384,1/9/2023
SpiceJet,9202,Chennai,Morning,1,Evening,Hyderabad,Economy,3.03,18,11761,1/10/2023
IndiGo,2868,Mumbai,Afternoon,0,Evening,Pune,Business,4.0,12,12086,1/11/2023
Air India,8878,Mumbai,Morning,2,Night,Goa,Economy,2.24,13,12435,1/12/2023
Air India,6690,Bangalore,Night,1,Morning,Hyderabad,Economy,3.06,41,12058,1/13/2023
Air India,8827,Delhi,Afternoon,2,Afternoon,Goa,Economy,4.43,2,2028,1/14/2023
Vistara,6429,Delhi,Night,2,Evening,Kolkata,Economy,2.87,37,10897,1/15/2023
IndiGo,4564,Mumbai,Evening,0,Morning,Kolkata,Business,2.44,45,11212,1/16/2023
Vistara,2389,Delhi,Evening,0,Evening,Hyderabad,Business,3.14,16,12255,1/17/2023
Vistara,8274,Mumbai,Night,0,Evening,Goa,Economy,3.87,48,11638,1/18/2023
Air India,1824,Bangalore,Afternoon,1,Evening,Hyderabad,Economy,2.77,24,9756,1/19/2023
Air India,3265,Mumbai,Afternoon,0,Evening,Goa,Business,4.76,35,8948,1/20/2023
Vistara,1936,Mumbai,Morning,0,Night,Goa,Business,2.18,22,13856,1/21/2023
IndiGo,7402,Bangalore,Evening,1,Morning,Pune,Business,2.9,36,13179,1/22/2023
SpiceJet,4845,Delhi,Morning,1,Morning,Pune,Economy,4.03,11,7755,1/23/2023
Vistara,2796,Mumbai,Morning,0,Morning,Pune,Business,3.76,55,5602,1/24/2023
IndiGo,9245,Mumbai,Night,0,Evening,Hyderabad,Economy,4.45,58,7062,1/25/2023
Air India,8214,Bangalore,Night,0,Night,Pune,Economy,4.99,46,13877,1/26/2023
Air India,1726,Delhi,Morning,0,Evening,Pune,Business,2.71,29,10071,1/27/2023
IndiGo,3736,Mumbai,Evening,2,Evening,Kolkata,Economy,1.44,35,9244,1/28/2023
SpiceJet,2913,Bangalore,Night,2,Morning,Goa,Business,1.12,48,8372,1/29/2023
Air India,8657,Mumbai,Morning,0,Evening,Goa,Economy,3.91,54,9105,1/30/2023
Air India,3466,Chennai,Morning,2,Afternoon,Pune,Business,4.5,15,13560,1/1/2023
Air India,8312,Bangalore,Morning,1,Evening,Goa,Economy,1.88,31,5581,1/2/2023
IndiGo,9194,Delhi,Morning,2,Afternoon,Kolkata,Economy,1.63,42,4762,1/3/2023
Vistara,8906,Delhi,Morning,2,Evening,Kolkata,Business,1.25,41,14229,1/4/2023
Air India,5876,Delhi,Morning,0,Night,Pune,Business,4.29,43,2572,1/5/2023
Vistara,8287,Delhi,Night,2,Night,Kolkata,Business,2.25,16,9705,1/6/2023
SpiceJet,1892,Mumbai,Evening,2,Morning,Goa,Business,2.61,10,14280,1/7/2023
Air India,5675,Mumbai,Morning,2,Evening,Hyderabad,Economy,3.01,49,2614,1/8/2023
Air India,2933,Delhi,Afternoon,2,Afternoon,Goa,Business,4.36,32,6050,1/9/2023
SpiceJet,2380,Delhi,Night,1,Afternoon,Hyderabad,Business,3.6,51,2325,1/10/2023
Air India,2290,Delhi,Night,0,Evening,Pune,Economy,3.46,2,5740,1/11/2023
Vistara,2640,Mumbai,Morning,0,Afternoon,Hyderabad,Business,1.7,24,2358,1/12/2023
IndiGo,8490,Delhi,Night,1,Night,Kolkata,Business,3.05,23,5777,1/13/2023
Vistara,2218,Delhi,Morning,2,Afternoon,Goa,Economy,3.86,2,7906,1/14/2023
IndiGo,6016,Chennai,Evening,1,Morning,Hyderabad,Business,4.89,38,12563,1/15/2023
IndiGo,7881,Chennai,Evening,2,Night,Goa,Business,1.81,31,3721,1/16/2023
Vistara,1954,Delhi,Night,1,Night,Pune,Business,1.04,51,3349,1/17/2023
Vistara,8291,Bangalore,Night,0,Night,Pune,Business,1.3,40,5696,1/18/2023
Vistara,1974,Delhi,Afternoon,0,Evening,Kolkata,Business,2.5,26,5896,1/19/2023
Vistara,5133,Chennai,Night,0,Evening,Pune,Business,4.28,29,6260,1/20/2023
SpiceJet,6370,Bangalore,Afternoon,2,Night,Hyderabad,Economy,1.03,3,11788,1/21/2023
Air India,4972,Bangalore,Evening,2,Evening,Pune,Business,2.83,58,11819,1/22/2023
IndiGo,6295,Delhi,Evening,1,Afternoon,Kolkata,Economy,2.32,14,8941,1/23/2023
Vistara,9228,Chennai,Morning,1,Evening,Goa,Economy,1.21,25,12694,1/24/2023
Vistara,4020,Chennai,Evening,0,Evening,Goa,Economy,2.8,48,5808,1/25/2023
Vistara,9987,Bangalore,Afternoon,2,Night,Pune,Economy,2.02,1,7246,1/26/2023
SpiceJet,5036,Delhi,Night,1,Morning,Hyderabad,Business,2.41,53,10384,1/27/2023
Vistara,6068,Mumbai,Morning,2,Morning,Kolkata,Business,3.82,3,12866,1/28/2023
Vistara,6233,Mumbai,Afternoon,2,Morning,Hyderabad,Business,3.09,54,5845,1/29/2023
Vistara,1317,Chennai,Night,0,Afternoon,Kolkata,Economy,1.5,26,4577,1/30/2023
Air India,3396,Mumbai,Morning,0,Evening,Pune,Business,4.85,18,2091,1/1/2023
SpiceJet,3162,Chennai,Evening,2,Morning,Kolkata,Business,3.54,9,6234,1/2/2023
Vistara,3745,Chennai,Afternoon,2,Night,Kolkata,Business,4.06,38,10672,1/3/2023
IndiGo,2591,Chennai,Night,2,Morning,Pune,Economy,1.32,23,8592,1/4/2023
IndiGo,7183,Mumbai,Morning,2,Morning,Hyderabad,Economy,1.19,21,13108,1/5/2023
IndiGo,4930,Chennai,Morning,0,Evening,Pune,Business,1.08,57,14627,1/6/2023
SpiceJet,2312,Bangalore,Evening,1,Evening,Kolkata,Economy,1.76,1,10128,1/7/2023
SpiceJet,5311,Delhi,Night,0,Evening,Pune,Economy,2.66,21,3075,1/8/2023
IndiGo,8314,Delhi,Evening,1,Afternoon,Kolkata,Business,4.74,27,4513,1/9/2023
Vistara,3383,Chennai,Evening,2,Afternoon,Pune,Economy,2.83,42,10168,1/10/2023
SpiceJet,4239,Delhi,Night,1,Morning,Goa,Economy,2.16,59,8861,1/11/2023
IndiGo,3139,Mumbai,Night,0,Evening,Goa,Business,3.25,6,10990,1/12/2023
IndiGo,2704,Mumbai,Night,0,Morning,Pune,Economy,1.45,55,14762,1/13/2023
Vistara,7924,Delhi,Afternoon,2,Night,Hyderabad,Economy,3.44,44,14141,1/14/2023
Air India,1362,Mumbai,Night,0,Night,Kolkata,Economy,3.27,36,2604,1/15/2023
SpiceJet,3604,Delhi,Morning,2,Evening,Goa,Economy,4.17,28,4979,1/16/2023
Vistara,5286,Delhi,Evening,0,Evening,Hyderabad,Economy,4.95,45,9140,1/17/2023
IndiGo,4738,Delhi,Afternoon,0,Night,Kolkata,Economy,2.0,17,9065,1/18/2023
IndiGo,3469,Chennai,Night,2,Evening,Goa,Economy,3.04,59,6916,1/19/2023
Vistara,5795,Delhi,Afternoon,1,Afternoon,Goa,Economy,4.64,40,8800,1/20/2023
SpiceJet,7150,Chennai,Night,0,Afternoon,Pune,Business,4.14,58,2597,1/21/2023
Air India,1556,Delhi,Afternoon,1,Evening,Kolkata,Business,2.95,52,11724,1/22/2023
Air India,3808,Delhi,Evening,0,Night,Hyderabad,Business,4.78,3,9320,1/23/2023
IndiGo,6150,Delhi,Evening,0,Morning,Hyderabad,Business,1.23,12,10705,1/24/2023
SpiceJet,8561,Mumbai,Morning,0,Evening,Hyderabad,Economy,4.72,39,7622,1/25/2023
Air India,3719,Chennai,Morning,0,Evening,Kolkata,Business,1.2,12,3877,1/26/2023
SpiceJet,7506,Chennai,Night,1,Morning,Hyderabad,Business,3.19,2,14164,1/27/2023
SpiceJet,4741,Delhi,Evening,1,Evening,Hyderabad,Economy,4.56,56,14035,1/28/2023
IndiGo,4998,Delhi,Afternoon,0,Morning,Hyderabad,Economy,2.05,46,3699,1/29/2023
Air India,3403,Mumbai,Afternoon,0,Night,Pune,Economy,2.89,22,11221,1/30/2023
Vistara,9780,Mumbai,Afternoon,1,Afternoon,Pune,Economy,2.3,23,14787,1/1/2023
IndiGo,1294,Mumbai,Morning,2,Night,Kolkata,Economy,4.81,30,7780,1/2/2023
Air India,6343,Chennai,Afternoon,2,Afternoon,Kolkata,Business,4.29,5,2716,1/3/2023
Air India,2136,Chennai,Morning,1,Morning,Hyderabad,Economy,3.84,9,6086,1/4/2023
Air India,3064,Chennai,Morning,0,Afternoon,Pune,Business,3.35,21,2665,1/5/2023
Air India,8009,Delhi,Night,0,Night,Goa,Business,4.28,11,9846,1/6/2023
Air India,5543,Chennai,Afternoon,2,Afternoon,Goa,Economy,2.57,5,8611,1/7/2023
SpiceJet,2007,Bangalore,Afternoon,2,Morning,Hyderabad,Business,2.79,35,12400,1/8/2023
IndiGo,6445,Bangalore,Evening,1,Afternoon,Hyderabad,Business,3.92,27,3079,1/9/2023
SpiceJet,6352,Mumbai,Night,2,Evening,Pune,Economy,2.43,49,10419,1/10/2023
Vistara,2435,Chennai,Evening,1,Night,Pune,Business,1.26,2,10340,1/11/2023
Air India,1571,Bangalore,Night,2,Evening,Pune,Business,1.3,24,3069,1/12/2023
IndiGo,3382,Mumbai,Afternoon,2,Morning,Kolkata,Business,1.46,31,7263,1/13/2023
Air India,6084,Chennai,Morning,2,Afternoon,Kolkata,Economy,4.48,33,9951,1/14/2023
IndiGo,1277,Delhi,Morning,0,Evening,Hyderabad,Economy,2.89,39,14919,1/15/2023
SpiceJet,8059,Bangalore,Morning,0,Evening,Kolkata,Economy,3.85,30,3363,1/16/2023
IndiGo,2887,Delhi,Morning,0,Afternoon,Pune,Business,2.57,46,6508,1/17/2023
Vistara,2265,Chennai,Morning,2,Afternoon,Pune,Economy,2.03,37,3755,1/18/2023
Vistara,8491,Bangalore,Evening,1,Night,Kolkata,Business,2.39,51,2519,1/19/2023
IndiGo,2040,Chennai,Night,1,Evening,Goa,Economy,4.18,28,7463,1/20/2023
IndiGo,9073,Delhi,Afternoon,1,Evening,Hyderabad,Business,3.5,31,13736,1/21/2023
IndiGo,3752,Bangalore,Evening,1,Morning,Goa,Economy,4.75,11,12514,1/22/2023
IndiGo,9213,Delhi,Night,0,Night,Hyderabad,Economy,3.72,23,9233,1/23/2023
Vistara,5569,Chennai,Morning,0,Morning,Goa,Business,3.28,57,3102,1/24/2023
Air India,7353,Chennai,Night,2,Evening,Kolkata,Economy,3.44,2,2597,1/25/2023
IndiGo,3353,Delhi,Night,2,Morning,Hyderabad,Business,4.77,40,5273,1/26/2023
IndiGo,8437,Bangalore,Morning,1,Evening,Hyderabad,Economy,4.15,41,14241,1/27/2023
Vistara,5799,Delhi,Morning,0,Evening,Hyderabad,Economy,1.1,27,7781,1/28/2023
Vistara,1686,Chennai,Morning,1,Morning,Pune,Business,3.14,35,12797,1/29/2023
SpiceJet,9476,Delhi,Afternoon,2,Morning,Pune,Business,3.75,2,8256,1/30/2023
IndiGo,5811,Chennai,Morning,2,Afternoon,Goa,Business,3.99,39,9258,1/1/2023
SpiceJet,9954,Delhi,Afternoon,1,Afternoon,Kolkata,Economy,1.85,37,12380,1/2/2023
Vistara,6346,Bangalore,Morning,2,Afternoon,Pune,Business,4.47,21,10780,1/3/2023
Vistara,6043,Bangalore,Afternoon,1,Evening,Hyderabad,Economy,4.82,58,8554,1/4/2023
Air India,3428,Delhi,Night,0,Morning,Pune,Business,1.95,5,14664,1/5/2023
IndiGo,6126,Delhi,Evening,1,Night,Kolkata,Business,4.53,52,11599,1/6/2023
SpiceJet,9220,Bangalore,Night,0,Evening,Pune,Business,1.39,45,10002,1/7/2023
Vistara,8813,Chennai,Night,0,Night,Hyderabad,Business,1.22,21,6846,1/8/2023
Vistara,4356,Bangalore,Morning,2,Morning,Goa,Business,1.52,29,14914,1/9/2023
SpiceJet,9707,Chennai,Afternoon,2,Evening,Hyderabad,Business,1.23,20,13582,1/10/2023
Air India,8266,Delhi,Evening,2,Night,Kolkata,Economy,4.38,38,13632,1/11/2023
Vistara,7540,Delhi,Morning,1,Night,Goa,Business,1.24,20,11821,1/12/2023
IndiGo,1038,Chennai,Morning,1,Afternoon,Pune,Economy,2.09,50,11186,1/13/2023
Vistara,4342,Delhi,Morning,2,Afternoon,Pune,Business,1.42,25,6798,1/14/2023
IndiGo,3844,Chennai,Night,1,Afternoon,Pune,Business,2.18,2,8605,1/15/2023
SpiceJet,2098,Mumbai,Afternoon,2,Evening,Goa,Business,1.36,57,12251,1/16/2023
IndiGo,8027,Bangalore,Afternoon,1,Morning,Hyderabad,Economy,3.67,32,14764,1/17/2023
SpiceJet,2823,Mumbai,Evening,0,Morning,Goa,Economy,1.53,26,4986,1/18/2023
IndiGo,4155,Chennai,Afternoon,0,Afternoon,Goa,Business,4.41,6,2400,1/19/2023
SpiceJet,4093,Bangalore,Afternoon,2,Afternoon,Kolkata,Economy,4.27,41,4855,1/20/2023
IndiGo,6658,Chennai,Morning,1,Afternoon,Goa,Business,1.05,57,12416,1/21/2023
Air India,4778,Bangalore,Morning,1,Night,Pune,Business,4.58,3,5412,1/22/2023
IndiGo,3896,Bangalore,Night,0,Afternoon,Hyderabad,Economy,1.12,33,2056,1/23/2023
IndiGo,1988,Bangalore,Morning,0,Night,Hyderabad,Economy,1.96,1,10022,1/24/2023
Air India,5116,Bangalore,Morning,2,Morning,Hyderabad,Economy,1.13,51,3875,1/25/2023
Vistara,7446,Chennai,Morning,0,Evening,Pune,Economy,2.34,5,6543,1/26/2023
Vistara,5179,Bangalore,Morning,2,Evening,Pune,Business,3.06,13,6298,1/27/2023
IndiGo,2682,Bangalore,Night,0,Evening,Pune,Economy,4.19,19,5768,1/28/2023
Air India,6626,Mumbai,Morning,0,Evening,Pune,Economy,2.35,12,7752,1/29/2023
IndiGo,8424,Delhi,Evening,1,Night,Pune,Business,3.82,48,6833,1/30/2023
SpiceJet,1933,Delhi,Evening,0,Night,Goa,Economy,1.75,25,14489,1/1/2023
SpiceJet,4598,Mumbai,Evening,0,Afternoon,Pune,Economy,4.0,57,3353,1/2/2023
IndiGo,2980,Mumbai,Evening,2,Night,Pune,Economy,1.94,51,12602,1/3/2023
Vistara,4056,Chennai,Morning,0,Afternoon,Pune,Economy,1.57,35,6987,1/4/2023
Vistara,9984,Chennai,Evening,2,Afternoon,Pune,Business,1.74,12,8597,1/5/2023
IndiGo,1791,Chennai,Morning,0,Evening,Hyderabad,Business,1.73,30,6311,1/6/2023
IndiGo,6390,Mumbai,Night,0,Night,Pune,Economy,3.05,5,12794,1/7/2023
SpiceJet,7635,Mumbai,Evening,2,Night,Goa,Economy,4.38,34,4934,1/8/2023
Vistara,3255,Bangalore,Afternoon,1,Afternoon,Goa,Business,1.32,22,2022,1/9/2023
IndiGo,4610,Chennai,Evening,2,Afternoon,Goa,Economy,3.83,39,12394,1/10/2023
SpiceJet,2607,Chennai,Evening,2,Morning,Kolkata,Economy,3.62,13,3209,1/11/2023
Vistara,6179,Chennai,Morning,2,Morning,Hyderabad,Economy,4.49,57,12488,1/12/2023
Air India,7573,Delhi,Evening,1,Afternoon,Pune,Economy,1.98,47,10940,1/13/2023
SpiceJet,1984,Bangalore,Afternoon,0,Morning,Kolkata,Economy,2.8,54,2804,1/14/2023
Vistara,6776,Chennai,Morning,2,Morning,Pune,Economy,4.7,3,10325,1/15/2023
Vistara,4676,Chennai,Morning,2,Afternoon,Kolkata,Economy,3.64,53,6416,1/16/2023
SpiceJet,4380,Chennai,Night,1,Afternoon,Kolkata,Economy,2.56,20,12629,1/17/2023
Air India,9711,Delhi,Night,2,Night,Goa,Economy,1.53,31,10625,1/18/2023
SpiceJet,9782,Delhi,Evening,0,Afternoon,Goa,Business,2.05,5,7141,1/19/2023
Vistara,2050,Mumbai,Night,1,Afternoon,Kolkata,Business,3.32,24,6968,1/20/2023
IndiGo,4633,Bangalore,Night,0,Evening,Goa,Business,3.87,40,5671,1/21/2023
IndiGo,7342,Mumbai,Night,0,Night,Kolkata,Economy,1.5,54,13928,1/22/2023
SpiceJet,1959,Bangalore,Morning,1,Night,Hyderabad,Economy,3.4,33,9292,1/23/2023
Vistara,7059,Delhi,Morning,2,Night,Goa,Business,3.2,8,9001,1/24/2023
IndiGo,9884,Chennai,Morning,0,Evening,Goa,Economy,3.06,24,14231,1/25/2023
Vistara,6655,Mumbai,Night,0,Afternoon,Goa,Business,3.76,50,4098,1/26/2023
SpiceJet,5473,Chennai,Morning,0,Night,Hyderabad,Economy,4.35,20,13109,1/27/2023
IndiGo,3946,Mumbai,Night,0,Night,Kolkata,Business,2.29,16,10444,1/28/2023
Vistara,8725,Delhi,Morning,1,Morning,Pune,Business,4.56,50,7061,1/29/2023
IndiGo,1526,Delhi,Morning,1,Night,Goa,Business,1.64,52,11321,1/30/2023
SpiceJet,4224,Delhi,Afternoon,0,Afternoon,Kolkata,Economy,1.69,12,5264,1/1/2023
Vistara,2875,Mumbai,Evening,2,Afternoon,Hyderabad,Business,2.07,13,7435,1/2/2023
IndiGo,2763,Bangalore,Night,0,Morning,Pune,Economy,1.48,45,10493,1/3/2023
SpiceJet,9712,Mumbai,Afternoon,2,Night,Goa,Economy,1.92,42,8691,1/4/2023
IndiGo,6797,Bangalore,Morning,0,Night,Hyderabad,Economy,1.43,39,12169,1/5/2023
IndiGo,8099,Mumbai,Night,2,Night,Hyderabad,Economy,4.29,25,4763,1/6/2023
Air India,6109,Mumbai,Morning,0,Evening,Pune,Economy,1.56,46,6005,1/7/2023
Air India,7644,Delhi,Evening,2,Night,Kolkata,Economy,3.99,32,5241,1/8/2023
SpiceJet,1116,Chennai,Afternoon,0,Afternoon,Goa,Economy,1.19,24,5057,1/9/2023
